event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-10-23 01:13:20 UTC,view,4300365,2053013552385491165,,boneco,205.9,514769657,9bef693c-6476-4c0c-a3ea-514efbe23849
2019-10-28 10:30:13 UTC,view,4804295,2053013554658804075,electronics.audio.headphone,xiaomi,22.88,535845851,302e7da5-7c97-4e6a-921d-d88188795d68
2019-10-28 19:11:00 UTC,view,17700519,2053013558861496931,,nuxe,29.6,537926083,bb1d1b7a-1694-4a85-a9d4-4f08a7717d60
2019-10-11 12:11:30 UTC,view,1307187,2053013558920217191,computers.notebook,acer,874.91,559148103,5266de2e-235a-402c-9dff-0fbac1c1879d
2019-10-14 14:02:50 UTC,view,17800692,2053013559868129947,computers.desktop,zeta,142.84,512490969,38c52bcd-676c-41a4-88ac-528e7353e9b6
2019-10-31 10:42:57 UTC,view,1004653,2053013555631882655,electronics.smartphone,samsung,589.19,513264352,a3286ddc-3879-4768-8dae-76254cd24d9b
2019-10-22 16:05:28 UTC,view,1005186,2053013555631882655,electronics.smartphone,samsung,771.94,518428342,30da5450-599f-4292-917f-e25a534e2281
2019-10-02 13:33:36 UTC,view,42500012,2095518921355428757,,brw,195.89,535256442,08cc7c27-6f76-4d41-9c4b-ffcad4b0f7bc
2019-10-25 09:05:02 UTC,view,1005135,2053013555631882655,electronics.smartphone,apple,1725.03,555563617,44380686-94e1-4590-a618-d717783f9858
2019-10-22 13:48:51 UTC,view,1004026,2053013555631882655,electronics.smartphone,xiaomi,138.74,512555031,f9d3ac2c-26df-4222-bb9a-0ca66daae8af
2019-10-07 08:40:44 UTC,view,3601232,2053013563810775923,appliances.kitchen.washer,samsung,1415.71,526994579,4ad59451-b265-4a9a-aa72-e1f05e685651
2019-10-06 07:26:01 UTC,cart,1005126,2053013555631882655,electronics.smartphone,apple,1413.16,554098928,19fd6b9f-7d53-3b06-5836-53975d2d8428
2019-10-04 03:55:44 UTC,purchase,9000200,2053013554096767303,computers.components.power_supply,aerocool,24.43,512984809,3aad8428-6ab5-4ece-a8ff-657d28a57dec
2019-10-14 03:58:10 UTC,view,9300004,2053013554524586339,,sony,606.57,512920011,7690eb18-b8b5-4bde-9422-8351b91a89f2
2019-10-09 05:31:41 UTC,view,22700325,2053013556168753601,,force,102.71,516254669,55e8f3b0-a907-484f-b63d-903d58ad7765
2019-10-18 13:43:05 UTC,view,19300027,2053013566033757167,appliances.ironing_board,nika,56.6,558404443,570c8ace-0e2b-4435-8c2d-216e8524aa4c
2019-10-05 14:16:40 UTC,view,1801691,2053013554415534427,electronics.video.tv,samsung,488.95,534931413,b146ae9a-1fb1-45b9-be26-a5f933ff45dc
2019-10-16 15:19:45 UTC,view,21409404,2053013561579406073,electronics.clocks,casio,77.99,551404447,d6ca7568-2334-4345-81b8-0573df016501
2019-10-31 14:37:55 UTC,view,14700575,2053013557133443581,furniture.living_room.cabinet,,385.85,549570836,55f01e32-caf4-408d-8f9e-3b1f5ee7f6e9
2019-10-13 05:15:35 UTC,purchase,1005115,2053013555631882655,electronics.smartphone,apple,1003.85,515936967,6b323904-cf92-4920-88c0-4bed2f17879a
2019-10-26 13:38:06 UTC,view,51000001,2134905044766557181,appliances.environment.vacuum,bosch,178.81,557341753,e9ac7646-b559-4e72-9438-e635b0607a05
2019-10-20 14:52:17 UTC,view,4300260,2053013552385491165,,xiaomi,236.81,562283109,404ff71f-5f86-40c1-8e53-dc094e850338
2019-10-25 01:34:10 UTC,view,13300584,2053013557166998015,,askona,94.98,515314059,26206e95-2dc7-48b5-8e38-d2ee1d63d705
2019-10-03 08:41:21 UTC,view,39600007,2079713983761220055,,bestway,46.33,546773402,3a8f0909-fe4e-4316-8f6e-399a8e40a38f
2019-10-01 14:20:28 UTC,view,1004785,2053013555631882655,electronics.smartphone,huawei,278.52,555661361,69de9c6d-02b3-4323-b72c-ad93d6e480fd
2019-10-28 13:43:15 UTC,view,8800754,2053013555573162395,electronics.telephone,prestigio,9.76,564270441,5a107a24-c323-4316-b57f-a82031ca6ef2
2019-10-06 12:18:12 UTC,view,1005185,2053013555631882655,electronics.smartphone,samsung,771.94,529572504,28501b85-85c5-44e1-a24c-73b1bf3aa545
2019-10-19 03:36:17 UTC,view,44500016,2144356630513320518,,omabelle,1287.03,561759551,cc5d3d44-beb2-483d-9597-8cdea4038cec
2019-10-03 17:31:40 UTC,view,28101159,2053013564918072245,,,361.4,555475240,9671659c-a353-4322-b1e5-b2514f365fb5
2019-10-04 17:31:43 UTC,view,44000001,2100064855133258156,apparel.shoes,genau,39.87,513716890,e6c7045e-a822-4a2a-a054-7d7b3e41e442
2019-10-16 08:57:50 UTC,view,16400213,2053013558249128509,,agness,50.88,539665944,6bde8626-cef7-4277-9009-470ec2156bfa
2019-10-18 19:45:57 UTC,view,28101827,2053013564918072245,,karat,28.31,515211018,91426a80-97b2-4552-b034-9a64c086272f
2019-10-17 15:30:30 UTC,view,1801805,2053013554415534427,electronics.video.tv,artel,239.18,557018638,9a35a57f-7c71-439f-b49f-bed620c8961f
2019-10-09 10:54:42 UTC,view,5700518,2053013553970938175,auto.accessories.player,,123.53,517813715,03e3b054-d698-4f2a-a87d-7c96dc7fe523
2019-10-19 06:13:19 UTC,view,15900133,2053013558190408249,,polaris,21.96,542729831,dad10013-0372-4e2e-9454-57fda3a1e7da
2019-10-13 15:08:30 UTC,view,4200510,2053013552351936731,appliances.environment.air_conditioner,midea,195.37,518946805,740a7a74-d4c0-40dd-a228-661e525453c6
2019-10-08 21:52:02 UTC,view,1003549,2053013555631882655,electronics.smartphone,samsung,334.6,551887380,00bdd254-2f37-4d69-a573-a6c14c98fe7b
2019-10-29 09:37:58 UTC,view,1003856,2053013555631882655,electronics.smartphone,xiaomi,127.65,565349182,32480860-0180-4c50-8192-9b9b3f59e7ed
2019-10-15 09:33:56 UTC,view,21400996,2053013561579406073,electronics.clocks,casio,79.54,512369042,4ea40cc8-14c8-43a2-bb43-b50c885dd7e7
2019-10-12 16:22:03 UTC,view,2300227,2053013560530830019,electronics.camera.video,sony,411.34,529324590,daabcc26-fc3a-489b-8965-0ea65313f670
2019-10-26 13:56:12 UTC,view,2602215,2053013563970159485,,shivaki,155.27,564389342,09509e9b-a554-4270-a775-ea4eb3040ef2
2019-10-02 09:00:41 UTC,view,8500083,2053013552259662037,,kiturami,617.07,545276854,f2cbb1ba-e2ac-4de9-aea6-774261581d76
2019-10-09 11:42:16 UTC,view,1002547,2053013555631882655,electronics.smartphone,apple,463.07,558024488,687c0b9e-5724-4da0-aabf-785b16d5d7d3
2019-10-08 03:33:06 UTC,view,1201468,2172371436436455782,electronics.tablet,prestigio,89.81,515351396,a19bb063-36af-48b7-b5b3-55a3ccf80e63
2019-10-11 05:29:31 UTC,view,27800053,2079713978300236035,,,123.56,514384377,9f0cd13f-7ddf-40eb-af96-f28383e809b3
2019-10-12 06:47:09 UTC,view,6501081,2053013554155487563,computers.components.motherboard,gigabyte,38.86,555004189,e1354f08-3b04-484f-8497-c84cc30a62a5
2019-10-18 09:29:55 UTC,view,4804056,2053013554658804075,electronics.audio.headphone,apple,160.62,513407308,7b34e676-f48f-47ae-9a29-f1a000bed7b7
2019-10-04 06:56:58 UTC,view,12711751,2053013553559896355,,yokohama,87.9,530513184,cc7f8389-6ff4-4062-aae1-f4885d1731d8
2019-10-22 10:39:54 UTC,view,22600026,2165087460176953468,auto.accessories.compressor,,33.43,560595174,f9c8018f-75b9-4bf5-a2a3-931fad969c81
2019-10-23 16:04:40 UTC,view,28720386,2053013565782098913,apparel.shoes,cover,153.67,521243440,3d9d1736-e332-4806-ae11-fc3b7fd6c160
2019-10-20 15:48:46 UTC,view,4700561,2053013560899928785,auto.accessories.videoregister,,169.89,535848672,ac02e65e-d1f7-42f1-aa77-3a13634ae3bb
2019-10-18 08:08:46 UTC,view,8800773,2053013555573162395,electronics.telephone,nokia,73.34,530751084,8f45b52d-1c61-4176-9492-74bd54e0844e
2019-10-06 03:02:58 UTC,view,7600537,2053013552821698803,,tenda,23.61,544662611,7883635d-cfda-45c7-bf25-42be4e933d72
2019-10-02 15:00:04 UTC,view,3100782,2053013555262783879,appliances.kitchen.blender,maxwell,23.09,547665977,99ccb2db-0377-4491-bc91-2a80f2b6dd29
2019-10-23 06:15:40 UTC,view,4600483,2053013563944993659,appliances.kitchen.dishwasher,hansa,286.41,513632054,e4cd835f-2b23-4883-8226-b2e68e5d66b6
2019-10-28 15:31:14 UTC,view,26402792,2053013563651392361,,lucente,258.95,513269638,d07ae745-5ae3-4d82-8a48-77a272d58158
2019-10-24 12:11:08 UTC,view,28719146,2053013565782098913,apparel.shoes,,136.17,563683805,49707a43-cded-4aab-87fc-15a5118d279f
2019-10-30 16:51:14 UTC,view,51900016,2136221634460123799,,tomfarr,127.42,516045427,704244e6-af7b-4c22-b975-b2148a894875
2019-10-07 18:24:31 UTC,view,4300149,2053013552385491165,,polaris,33.43,556520924,2e4fac44-14eb-457f-a60b-02b6e7c79626
2019-10-03 16:56:05 UTC,view,7002254,2053013560346280633,kids.carriage,wingoffly,115.8,523300905,089fc692-2e95-4f28-9655-6e55a6ef7067
2019-10-27 11:40:40 UTC,view,1005067,2053013555631882655,electronics.smartphone,samsung,1201.64,523118852,9d0ee5b8-d82e-4fba-b1dc-39b2c8b3ee27
2019-10-16 17:11:39 UTC,view,1004574,2053013555631882655,electronics.smartphone,samsung,670.81,560943697,05629571-a0c1-4bcb-9c79-e8dd37160911
2019-10-12 03:07:31 UTC,view,5800208,2053013553945772349,electronics.audio.subwoofer,,76.58,512543641,0240e3da-f84c-416c-83f7-a1d618f287df
2019-10-01 18:45:08 UTC,view,15100367,2053013557024391671,,,499.11,517181158,5ba6e638-2425-4c1f-b2d5-7cc8e1da4368
2019-10-01 13:40:38 UTC,view,7100183,2053013555464110485,furniture.bedroom.bed,,136.17,523734353,c9e45a95-40cf-40a6-b719-97bd840214fa
2019-10-17 11:37:42 UTC,view,29900063,2053013566310581247,,imperia,977.89,543449941,8487e473-d4e2-4e89-9c3e-ac8e87e2a46d
2019-10-06 11:38:56 UTC,view,1306983,2053013558920217191,computers.notebook,lenovo,2110.71,549371679,0f6a8e87-39d9-412f-8eaf-90fe8b235c24
2019-10-16 18:56:47 UTC,view,1005163,2053013555631882655,electronics.smartphone,xiaomi,292.65,555706027,32d58cf4-161b-4f30-8762-301077817c60
2019-10-27 18:43:56 UTC,view,5100657,2053013553341792533,electronics.clocks,suunto,257.15,517083768,e373ab00-60f3-4e74-a8cd-9ba991c7ab24
2019-10-04 18:07:37 UTC,view,1004979,2053013555631882655,electronics.smartphone,samsung,900.64,514667250,f140e320-74ba-4620-994f-75b8d8151571
2019-10-14 13:43:40 UTC,view,1005160,2053013555631882655,electronics.smartphone,xiaomi,230.79,513737578,2b1b59e9-b672-46eb-815f-b826be7f545f
2019-10-27 05:19:50 UTC,view,1003894,2053013555631882655,electronics.smartphone,lg,344.9,558124047,f48b54e6-1ab5-4f15-b6e2-88175d3de44e
2019-10-21 06:34:54 UTC,view,43900032,2127425440925614628,,denzel,91.84,538990076,9ad2dc79-2c77-46c8-8088-2e1be4e6762c
2019-10-26 10:01:48 UTC,view,1004739,2053013555631882655,electronics.smartphone,xiaomi,189.97,517049989,db4fe08b-3d30-43a6-8154-f303d7a94604
2019-10-27 06:38:40 UTC,view,1005256,2053013555631882655,electronics.smartphone,xiaomi,147.97,564391162,babe95a9-7fa8-483d-89c7-1f9fac14e903
2019-10-14 03:02:15 UTC,view,3701326,2053013565983425517,appliances.environment.vacuum,stihl,435.02,514335834,af1803a2-c99d-4078-9761-717a22282510
2019-10-29 02:06:30 UTC,view,1801516,2053013554415534427,electronics.video.tv,haier,295.99,563229983,c2dd2739-dbde-4150-9b8a-2525b5711c63
2019-10-08 14:18:34 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,1015.46,512803388,c126cbe1-0c13-4d07-9572-ad4313289234
2019-10-16 16:25:21 UTC,view,1306671,2053013558920217191,computers.notebook,lenovo,1106.59,558526736,d486b222-f129-4fbf-a73f-e634178b9712
2019-10-20 14:01:57 UTC,view,5100748,2053013553341792533,electronics.clocks,canyon,54.8,514075992,4bc5e725-b0a8-4b1b-a9dc-a58d0ee2dc73
2019-10-06 10:15:50 UTC,view,3500210,2053013555287949705,,vitek,90.61,539589646,e978e364-46c8-4066-9acd-216aca9b3b4e
2019-10-01 03:48:18 UTC,view,1480690,2053013561092866779,computers.desktop,acer,243.76,555474845,f75fb0d7-4c79-4ad8-ba7d-2aaa1f90971d
2019-10-26 16:11:46 UTC,view,28717946,2053013565639492569,apparel.shoes,,153.16,524832370,15d595dc-acf0-45b9-a132-f2443fb66648
2019-10-15 07:09:37 UTC,view,1004873,2053013555631882655,electronics.smartphone,samsung,378.53,512917583,a11b565e-d020-45b8-9b38-b56cba484ca9
2019-10-23 14:30:20 UTC,view,5701145,2053013553970938175,auto.accessories.player,,270.25,518837727,f4136710-cb54-4f28-92fc-4b765b99e28a
2019-10-14 21:26:18 UTC,view,1005132,2053013555631882655,electronics.smartphone,apple,1412.88,560273425,439be36e-d067-41a0-bdc9-9646ddf9afcf
2019-10-13 08:01:09 UTC,view,22700098,2053013556168753601,,stels,167.29,556572904,97b8b844-f1ab-4b88-ae24-1510b810fa5c
2019-10-26 17:51:28 UTC,purchase,26300739,2053013563584283495,,lucente,510.7,518731424,977f1d3f-8b40-4c31-acf1-def8bfae5931
2019-10-12 17:42:01 UTC,view,9002788,2053013553140465927,kids.toys,bestoy,56.63,519092847,0f5f49bc-67e4-4001-a37c-eaceaf80127d
2019-10-13 10:47:50 UTC,view,6300739,2053013554834964853,appliances.kitchen.kettle,vitek,20.34,515528346,f6ddad6f-7d66-4e33-b617-ea4e2460c5c7
2019-10-07 02:08:49 UTC,view,8900305,2053013553090134275,kids.toys,,35.49,540151282,d97c994f-8ce0-41f7-ad71-a45db1a0047f
2019-10-09 15:57:58 UTC,view,12500539,2053013556277805513,,total,70.21,546838273,79c00740-cf0c-4947-aa3d-a5444eaa7ab4
2019-10-08 14:26:22 UTC,view,4100249,2053013561218695907,,sony,588.95,522054992,c826ffee-974d-4b0a-ac47-aeeee17d0a09
2019-10-11 18:04:49 UTC,view,26300032,2053013563584283495,,lucente,122.27,559256625,848ef713-9370-4ea7-b8b7-5919e0368162
2019-10-09 12:39:23 UTC,view,15800012,2053013560144954031,,bosch,74.65,514458789,976c8f98-b64a-4a91-a382-bb9195bdaf4a
2019-10-06 15:32:46 UTC,view,3601000,2053013563810775923,appliances.kitchen.washer,samsung,792.79,557406938,5c72a482-037f-41a1-9745-6c244aa92141
2019-10-07 03:17:53 UTC,view,37200044,2075962341748376288,,carters,22.29,520310337,9f3321d9-c83d-479a-8eb4-d2292d6c062d
2019-10-17 14:37:19 UTC,view,1004903,2053013555631882655,electronics.smartphone,huawei,111.7,561249715,4a5c39d5-43d3-43b0-a3c4-c823656c6bb8
2019-10-13 19:34:31 UTC,view,1004237,2053013555631882655,electronics.smartphone,apple,1085.97,515470539,f2218773-1b87-4ec5-830e-718cea5469c3
2019-10-17 16:35:08 UTC,view,1701303,2053013553031414015,computers.peripherals.monitor,samsung,350.05,544983549,5d165fff-d6ff-4a2b-845c-8623f50c069a
2019-10-30 13:03:48 UTC,view,48200384,2146660887002349890,apparel.dress,,97.81,545310518,624a54e8-0a84-47eb-bd6c-278a3feaba2e
2019-10-03 19:25:15 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,975.56,534178660,5eb75159-4740-48af-89c9-9c1b53daea3b
2019-10-14 06:02:18 UTC,view,21400158,2053013561579406073,electronics.clocks,boccia,105.54,534465659,17e53124-0a97-46b8-8ac3-d30d68ebc627
2019-10-22 17:49:55 UTC,view,1004836,2053013555631882655,electronics.smartphone,samsung,224.25,522231955,decd01fc-a924-432f-95a1-040f0d458e92
2019-10-13 11:49:51 UTC,view,22700243,2053013556168753601,,force,227.8,514522401,a00e7c65-b142-4ea5-9535-1e721f3eef56
2019-10-22 07:03:07 UTC,view,12702931,2053013553559896355,,cordiant,34.24,515127202,f011c7c3-130b-415f-af3b-2a6bc47e9327
2019-10-28 16:14:14 UTC,view,12712765,2053013553559896355,,sailun,51.74,565112449,1bdd2666-e2e9-4a5c-835a-fd5e7ba4f5d4
2019-10-11 04:07:03 UTC,view,8200061,2053013555413778833,,,69.47,543484605,704b4297-39a5-41aa-8d91-165835b3592f
2019-10-04 12:49:43 UTC,view,3701268,2053013565983425517,appliances.environment.vacuum,artel,67.29,513398511,a241147b-945e-4e12-bfc7-02d60023c686
2019-10-16 08:08:05 UTC,view,4100189,2053013561218695907,,microsoft,308.63,512827042,40b456f9-1d41-43ef-a9ef-56c657aaf5c2
2019-10-21 15:12:54 UTC,view,8800891,2053013555573162395,electronics.telephone,bq,15.42,560573838,cccb59f7-f920-4f02-aae7-8e36169ba659
2019-10-16 03:12:59 UTC,view,1307350,2053013558920217191,computers.notebook,acer,489.05,531259025,77b03e49-fd24-4acc-8066-cb09257008e2
2019-10-11 01:46:18 UTC,view,28717170,2053013565639492569,apparel.shoes,respect,84.43,558987044,7d8b9fc9-9223-4355-8834-13bdf86a3841
2019-10-09 08:52:13 UTC,view,12711630,2053013553559896355,,yokohama,74.65,512518354,8ad23900-454b-452e-93a0-ea1c80f22d02
2019-10-16 12:20:35 UTC,cart,1004870,2053013555631882655,electronics.smartphone,samsung,287.65,559371251,5f27d77a-d28f-4bad-bf99-006f71d57b9b
2019-10-08 13:17:24 UTC,view,5100566,2053013553341792533,electronics.clocks,apple,453.78,539302282,fde0cdea-ef1e-49be-a41a-bb391f4d42dc
2019-10-15 14:41:57 UTC,view,13201002,2053013557192163841,furniture.bedroom.bed,,161.91,513471627,f6cc14b4-b77e-44bd-99c8-f82878443206
2019-10-13 08:26:55 UTC,view,26500125,2053013563550729061,,lucente,168.6,541344823,7c242ce6-fe89-470e-82df-45a4165022ac
2019-10-09 14:55:15 UTC,view,12701047,2053013553559896355,,pirelli,85.07,525174882,4ee28d87-3fdc-4eff-ae07-2a7f80ed51f4
2019-10-06 14:53:45 UTC,view,5801230,2053013553945772349,electronics.audio.subwoofer,pride,114.55,516747562,af7c3552-2db0-482c-8816-dac40a11f330
2019-10-05 20:53:16 UTC,view,1004949,2053013555631882655,electronics.smartphone,oneplus,838.89,513510227,80acd440-40e2-4f2f-bf8b-9c425b4086fd
2019-10-29 00:49:16 UTC,view,28719644,2053013565228450757,apparel.shoes,salamander,55.34,528109239,a3bcef9f-5866-43d5-95b9-76ab2c5a5638
2019-10-31 15:07:38 UTC,view,15900167,2053013558190408249,,tefal,12.84,517072192,02f12a40-9ecc-4f28-a618-5ce75c7d5650
2019-10-15 04:42:24 UTC,view,27400083,2053013563391345499,,,13.14,516745711,5012245b-9780-46ee-b9bb-2960a4e16b3f
2019-10-27 20:44:17 UTC,view,1004806,2053013555631882655,electronics.smartphone,xiaomi,342.09,564839883,e6369cdc-7911-4db9-a445-a2d0db8b61d3
2019-10-07 18:33:45 UTC,view,1004849,2053013555631882655,electronics.smartphone,huawei,952.19,557817896,da826c0c-eddf-4b9b-9892-f3a10f95af13
2019-10-23 16:56:34 UTC,cart,1005100,2053013555631882655,electronics.smartphone,samsung,141.32,524504622,0d9d468c-3d52-4e0b-9cf3-3992449f2634
2019-10-14 04:01:39 UTC,view,2501219,2053013564003713919,appliances.kitchen.oven,galaxy,59.02,517239584,6707973b-bce5-4b6c-a38b-ede2b1f13ee6
2019-10-01 16:17:08 UTC,view,26009633,2053013562611204913,,,14.8,555420652,fc7236fd-38fd-43fe-93c6-e32e479b743b
2019-10-23 01:18:56 UTC,view,4300074,2053013552385491165,,bork,340.2,561569854,88dbecde-11df-4fc1-9a18-329ed08fcf0c
2019-10-30 13:57:35 UTC,view,26205027,2053013563693335403,,,117.38,521707882,9104ae3a-1825-452e-bb00-9659363b8822
2019-10-04 10:36:26 UTC,view,28716979,2053013565228450757,apparel.shoes,respect,118.15,529463982,8e62616d-61ad-4f8c-a613-0e04676d4e83
2019-10-31 19:30:50 UTC,view,4804056,2053013554658804075,electronics.audio.headphone,apple,160.57,546796643,2772cd32-b222-4071-99da-c91f1a0cef21
2019-10-18 09:00:21 UTC,purchase,1002544,2053013555631882655,electronics.smartphone,apple,460.05,518198671,4e26d4f1-b0ee-4362-90ac-4de25e369549
2019-10-15 05:42:39 UTC,view,1005098,2053013555631882655,electronics.smartphone,samsung,145.12,557258051,67054e05-d07f-4972-b87f-f188e5daf66f
2019-10-28 11:35:55 UTC,view,13400620,2053013557066334713,,bts,82.34,516035581,25eb8ccc-04fa-48e2-a321-3c57e2e9b9d9
2019-10-12 08:40:21 UTC,view,3601489,2053013563810775923,appliances.kitchen.washer,samsung,488.89,516030026,c172f034-d760-4231-b3a6-541d74a3d335
2019-10-27 18:11:47 UTC,view,38300189,2078957452669223168,,gosh,14.43,512535410,66203995-546f-4b2d-9695-9f56cbb714b8
2019-10-23 06:53:19 UTC,view,17302999,2053013553853497655,,,875.18,563214045,939fef9a-c0c4-453c-9fad-ea39f460f666
2019-10-22 19:39:42 UTC,view,1003304,2053013555631882655,electronics.smartphone,apple,576.08,526531451,eaf7eb8d-9890-48b1-9fb4-e57aedca3a30
2019-10-27 05:52:48 UTC,view,12703494,2053013553559896355,,cordiant,41.19,513690442,de0411e0-fd35-43cc-b92a-ff181544ffc3
2019-10-10 04:45:26 UTC,view,2400216,2053013563743667055,appliances.kitchen.hood,bosch,151.2,558663450,348d1964-1b08-4de3-9787-a3db400db814
2019-10-14 11:31:35 UTC,view,34500025,2061717948468297988,,,8.34,515672925,45ac853e-cba0-4fc9-8036-dde2aea45030
2019-10-06 04:12:20 UTC,view,1004767,2053013555631882655,electronics.smartphone,samsung,251.59,546742987,e56d83e0-d8c0-4d5a-a42a-fe5df8c3df71
2019-10-04 09:26:36 UTC,view,1004565,2053013555631882655,electronics.smartphone,huawei,171.69,551625514,333a20bb-2271-44bb-b469-84a5c49a3307
2019-10-08 16:52:19 UTC,view,1002524,2053013555631882655,electronics.smartphone,apple,521.25,514731656,f0463ee8-86f7-4ab1-8d60-c8b051104305
